model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 BeAT,2016.36,31937.88,Kopling,41861.06,Sport,70.79,116.56,56.67
 Genio,2016.13,16190.83,Automatic,108240.91,Skuter,85.44,35.62,149.11
 CRF 150,2014.29,11451.47,Manual,112564.12,Skuter,33.56,108.05,7.28
 Sonic 150,2014.92,17788.88,Manual,2112.09,Trail,189.46,81.1,104.5
 BeAT ,2014.32,13799.41,Manual,56000.68,Skuter,72.72,92.91,126.18
 BeAT,2011.19,27024.14,Kopling,4292.01,Skuter,83.29,75.81,97.31
 Genio,2013.68,34100.09,Automatic,108306.88,Trail,269.47,95.69,85.46
 Vario 125,2012.42,17465.21,Manual,62386.31,Trail,140.14,31.31,106.13
 Genio,2011.79,30662.38,Manual,10208.84,Trail,117.64,101.98,64.4
 BeAT,2018.65,21453.36,Automatic,14366.05,Trail,217.16,31.23,13.7
 PCX,2015.79,8704.6,Kopling,46514.29,Sport,272.88,72.16,144.36
 BeAT Street,2016.83,25345.74,Kopling,112018.01,Sport,7.51,42.64,64.85
 CB150R,2013.52,19817.64,Manual,82918.0,Trail,134.47,107.89,99.81
 Supra GTR,2014.15,24097.27,Manual,103474.17,Trail,183.23,58.43,79.7
 Vario 125,2012.9,31556.36,Automatic,44507.92,Bebek,95.57,72.05,8.2
 BeAT,2011.78,17540.12,Manual,6475.48,Bebek,231.72,69.59,142.91
 BeAT Street,2012.43,31914.84,Automatic,116028.24,Bebek,291.44,102.93,118.88
 BeAT Street,2017.38,27219.12,Manual,3411.56,Skuter,283.03,74.67,22.36
 CRF 150,2016.42,19042.99,Manual,112890.75,Sport,79.79,104.53,147.25
 Genio,2015.38,22618.93,Manual,44769.22,Sport,67.9,35.13,110.54
 CB150R,2014.8,13956.81,Kopling,2578.23,Bebek,287.25,46.58,70.85
 BeAT Street,2018.38,34486.25,Automatic,82476.55,Bebek,137.59,81.5,91.71
 CB150R,2011.58,24619.69,Automatic,116760.39,Sport,62.49,119.87,16.01
 Genio,2013.24,5166.98,Kopling,115005.56,Skuter,212.1,35.25,84.06
 BeAT,2013.8,13989.28,Kopling,20326.69,Bebek,85.33,32.18,11.05
 BeAT ,2017.26,23245.79,Kopling,22716.44,Trail,80.17,43.19,81.73
 PCX,2018.94,5556.54,Automatic,67931.74,Bebek,263.77,90.19,82.9
 BeAT Street,2012.93,4544.16,Manual,76375.65,Sport,48.74,66.7,131.17
 Revo,2017.99,17839.31,Kopling,88390.17,Sport,19.32,108.08,108.76
 PCX,2017.64,14178.6,Kopling,22693.2,Bebek,80.76,34.98,37.43
 Genio,2012.8,17473.48,Kopling,114226.81,Bebek,182.08,47.05,133.26
 CRF 150,2014.19,11994.77,Manual,76544.42,Trail,36.93,57.1,85.99
 Supra GTR,2014.28,8938.03,Manual,101053.69,Trail,141.48,88.79,90.96
 Revo,2018.83,25299.58,Kopling,64934.59,Skuter,188.2,94.46,25.35
 Vario 125,2012.45,19853.1,Manual,50134.4,Skuter,254.62,40.05,128.67
 CRF 150,2017.39,10043.61,Kopling,116365.36,Trail,68.96,119.55,139.64
 PCX,2013.67,13769.87,Manual,69882.82,Skuter,245.2,61.08,116.25
 Genio,2016.85,22262.81,Automatic,103386.48,Skuter,70.47,97.18,141.11
 PCX,2014.36,6052.48,Automatic,113554.43,Bebek,203.03,78.85,45.34
 BeAT Street,2015.63,8399.39,Manual,80852.55,Trail,129.2,49.61,129.17
 CRF 150,2017.66,6084.19,Automatic,65978.58,Bebek,34.4,110.08,73.33
 BeAT,2017.43,29142.49,Automatic,1804.08,Bebek,214.28,107.37,24.59
 Revo,2017.93,27273.42,Automatic,6099.67,Skuter,65.33,66.42,100.32
 Verza,2011.48,27301.61,Kopling,25022.95,Bebek,52.99,85.09,102.62
 Sonic 150,2016.54,26147.63,Manual,23276.57,Sport,107.5,53.01,43.04
 PCX,2012.12,24683.16,Manual,31365.67,Skuter,195.99,94.92,4.12
 Vario 125,2014.33,18680.67,Manual,37269.3,Sport,70.2,57.98,29.98
 Vario 125,2015.39,23837.44,Automatic,43755.95,Skuter,55.1,109.88,59.97
 Supra X 125,2014.22,4995.84,Kopling,50871.04,Bebek,2.99,49.09,25.13
 CRF 150,2015.16,23188.07,Manual,13023.51,Skuter,141.49,29.44,29.1
 PCX,2018.97,28068.01,Automatic,6375.26,Sport,128.59,54.05,58.71
 Sonic 150,2012.08,19409.68,Kopling,80686.63,Skuter,70.16,46.53,144.27
 BeAT ,2016.4,14953.06,Kopling,64613.28,Sport,16.1,77.3,114.64
 BeAT Street,2014.17,12454.44,Manual,53648.56,Trail,128.78,47.76,47.96
 CB150R,2012.06,23853.78,Manual,76038.57,Bebek,236.46,102.03,142.74
 BeAT,2012.27,25413.7,Automatic,98774.93,Sport,214.58,51.41,96.85
 Sonic 150,2018.59,30972.32,Manual,51712.92,Trail,258.24,96.58,68.32
 CB150R,2018.04,14479.48,Automatic,76824.48,Bebek,2.87,84.11,70.25
 CRF 150,2018.26,27815.13,Kopling,113587.35,Trail,289.93,123.67,61.61
 CB150R,2018.93,21312.74,Kopling,100180.38,Sport,102.42,124.99,34.95
 Verza,2012.67,31342.62,Kopling,51513.83,Bebek,297.12,112.34,57.99
 Supra X 125,2013.84,20266.21,Kopling,77247.74,Trail,75.79,101.72,79.18
 Sonic 150,2016.35,19948.53,Manual,22224.99,Sport,141.46,65.49,79.2
 CRF 150,2014.87,21828.19,Manual,67341.48,Trail,106.18,101.07,114.26
 Sonic 150,2014.35,27176.89,Automatic,116853.11,Bebek,106.73,120.8,53.82
 Verza,2013.86,33896.38,Automatic,62375.44,Bebek,252.68,30.27,107.52
 PCX,2015.75,6094.1,Automatic,110535.99,Bebek,223.93,80.18,86.71
 PCX,2015.6,5466.11,Automatic,49317.62,Sport,297.65,49.15,144.28
 PCX,2012.29,33049.63,Automatic,118914.08,Trail,184.05,82.11,57.79
 Supra GTR,2014.77,20330.59,Kopling,69541.45,Trail,138.98,73.25,135.18
 CB150R,2015.43,22983.36,Kopling,6364.33,Sport,27.02,83.85,123.1
 Supra GTR,2015.56,18850.13,Kopling,70427.98,Bebek,298.97,81.44,95.65
 Supra X 125,2012.68,6721.02,Automatic,33696.95,Skuter,165.46,121.13,98.18
 BeAT,2016.94,27762.62,Kopling,5212.72,Bebek,210.14,81.56,12.7
 Verza,2011.2,27111.66,Kopling,97971.78,Skuter,122.02,110.08,142.53
 CRF 150,2013.84,13523.83,Kopling,33833.07,Bebek,164.31,59.02,16.04
 Sonic 150,2017.24,13353.36,Kopling,95112.11,Sport,282.77,70.5,84.48
 BeAT Street,2015.51,29938.81,Manual,35302.39,Skuter,49.93,73.63,49.51
 CRF 150,2013.09,6056.47,Automatic,24255.24,Sport,87.71,55.04,64.48
 CB150R,2016.56,31288.6,Automatic,115983.29,Skuter,45.62,64.84,91.53
 Supra GTR,2015.54,11806.59,Manual,43941.83,Trail,237.66,86.06,136.33
 Supra GTR,2017.37,22299.53,Kopling,72148.32,Skuter,18.61,84.28,68.64
 Genio,2016.88,33001.08,Kopling,73160.81,Skuter,24.49,89.73,148.16
 Supra GTR,2015.88,24955.74,Kopling,67335.75,Skuter,89.55,62.13,88.92
 BeAT,2014.91,16728.8,Automatic,109013.19,Trail,154.26,58.64,24.08
 BeAT ,2012.07,25311.78,Automatic,80745.06,Sport,121.88,87.33,28.5
 Sonic 150,2013.09,14530.82,Automatic,48893.82,Trail,13.44,40.89,107.42
 BeAT ,2014.35,12449.19,Automatic,102857.81,Skuter,287.25,52.54,7.56
 Sonic 150,2015.79,34894.52,Automatic,22694.68,Bebek,285.86,32.09,72.05
 Verza,2015.11,27222.9,Manual,65425.35,Trail,83.81,35.04,22.23
 Sonic 150,2013.31,23913.62,Automatic,113231.81,Bebek,219.46,51.61,64.98
 BeAT ,2011.05,14883.68,Kopling,74974.66,Trail,173.57,29.89,112.49
 CRF 150,2014.97,5332.77,Automatic,97514.69,Trail,71.24,51.8,68.82
 Sonic 150,2013.29,4767.94,Manual,78288.3,Skuter,78.65,91.53,24.52
 Verza,2016.88,21088.9,Kopling,100150.54,Sport,147.35,33.93,37.79
 Verza,2011.19,27573.66,Manual,112518.5,Sport,125.77,70.36,55.13
 Supra X 125,2015.68,20564.69,Kopling,33502.7,Skuter,87.37,116.57,10.43
 Sonic 150,2018.53,30030.65,Automatic,21353.15,Trail,242.25,104.75,87.65
 BeAT Street,2012.4,4841.87,Manual,58336.87,Sport,144.44,57.63,91.13
 Genio,2014.77,15241.3,Kopling,83971.43,Sport,196.45,117.71,9.32
 PCX,2011.73,11195.36,Automatic,28122.1,Sport,56.78,59.98,60.35
 Vario 125,2016.01,17753.47,Kopling,1873.57,Skuter,160.05,35.03,62.1
 Verza,2015.4,6057.07,Manual,41740.4,Bebek,95.39,124.42,50.07
 Revo,2014.26,33566.95,Manual,115386.02,Bebek,157.92,112.39,83.66
 PCX,2015.17,10764.35,Manual,83160.18,Bebek,234.25,73.2,51.89
 BeAT,2018.17,32574.08,Manual,48610.55,Bebek,230.67,92.64,62.46
 CB150R,2012.57,17086.44,Automatic,24049.31,Bebek,106.27,93.11,119.63
 Sonic 150,2011.18,34546.37,Kopling,43288.15,Sport,208.28,46.86,24.32
 BeAT ,2017.89,21085.07,Automatic,21374.14,Sport,282.39,47.4,92.87
 Vario 125,2015.62,32840.05,Manual,13898.84,Trail,187.7,73.55,75.84
 Revo,2018.13,3965.88,Kopling,108077.4,Sport,44.52,116.42,45.76
 PCX,2015.78,27143.3,Manual,118773.54,Skuter,203.91,28.97,109.13
 Sonic 150,2017.48,31973.28,Automatic,20700.54,Trail,31.47,103.9,82.68
 Supra X 125,2014.44,8158.14,Automatic,7806.07,Sport,261.63,33.58,71.6
 CB150R,2017.0,6798.03,Automatic,40186.83,Trail,155.0,74.39,100.15
 Vario 125,2018.3,17045.24,Kopling,55709.36,Trail,115.54,89.87,120.34
 Genio,2015.58,32928.85,Kopling,25490.06,Bebek,17.1,94.62,145.9
 Supra X 125,2012.45,20720.92,Manual,36856.35,Trail,114.24,33.67,94.4
 Revo,2013.15,20255.11,Kopling,25025.25,Sport,270.96,68.6,131.17
 BeAT,2012.59,8201.99,Kopling,92489.72,Bebek,6.29,84.63,0.16
 Vario 125,2012.97,3823.63,Automatic,85232.21,Sport,142.39,34.41,79.54
 Supra X 125,2013.45,29074.56,Manual,76098.76,Bebek,279.35,41.1,32.2
 CB150R,2015.44,6531.24,Automatic,46950.67,Sport,118.45,92.37,14.13
 Genio,2015.7,23574.48,Manual,108347.85,Bebek,128.45,78.6,79.8
 Supra X 125,2014.41,32334.12,Manual,115465.23,Bebek,173.57,43.7,112.02
 Supra GTR,2015.92,10308.73,Kopling,21821.23,Skuter,138.88,79.92,61.84
 Genio,2011.65,24554.85,Automatic,27630.44,Sport,50.58,116.53,100.52
 Revo,2011.7,6254.32,Kopling,63236.22,Trail,5.57,29.51,73.46
 BeAT,2012.37,22635.56,Kopling,12127.45,Bebek,182.94,90.34,65.56
 CB150R,2015.14,8913.51,Kopling,52743.08,Sport,276.24,35.14,43.54
 BeAT Street,2012.71,26760.02,Manual,69843.98,Bebek,31.91,28.63,57.39
 Sonic 150,2013.27,13197.12,Automatic,62817.65,Skuter,63.29,42.61,52.47
 BeAT ,2014.2,18256.34,Automatic,40325.37,Skuter,111.07,69.02,96.93
 CRF 150,2017.49,22500.63,Kopling,65214.63,Skuter,242.62,105.83,17.4
 CRF 150,2011.11,9142.56,Manual,114202.56,Skuter,80.78,55.33,13.9
 BeAT ,2016.2,26937.36,Automatic,25630.8,Trail,264.62,88.69,99.0
 BeAT ,2016.35,13241.08,Automatic,78437.8,Trail,16.49,67.88,81.94
 Vario 125,2017.39,24464.34,Kopling,6497.01,Bebek,282.29,50.73,64.53
 Revo,2018.46,8737.27,Manual,9205.49,Sport,168.22,77.88,22.87
 CB150R,2011.16,25267.58,Kopling,66318.56,Skuter,197.63,105.35,61.65
 Genio,2012.23,7798.34,Automatic,13738.04,Skuter,110.31,108.75,118.46
 Vario 125,2018.09,17069.7,Manual,4020.3,Trail,234.6,110.11,133.44
 Revo,2014.67,11511.58,Kopling,21571.05,Trail,49.97,60.84,105.39
 Sonic 150,2015.52,27147.56,Automatic,67850.59,Skuter,14.67,104.97,8.99
 Supra GTR,2016.3,11974.23,Kopling,84145.39,Sport,118.66,48.58,100.56
 CRF 150,2016.43,31307.7,Kopling,25214.43,Bebek,256.11,99.63,36.15
 CB150R,2018.45,31622.9,Kopling,80017.74,Bebek,226.48,119.99,47.29
 BeAT ,2018.98,9927.77,Manual,22860.98,Bebek,155.15,29.33,29.38
 Supra X 125,2016.76,22950.38,Automatic,73569.79,Bebek,171.64,70.72,116.36
 BeAT Street,2013.3,6535.7,Automatic,49861.76,Sport,38.97,90.83,97.29
 CB150R,2018.04,16014.57,Automatic,78316.4,Sport,252.2,96.07,91.78
 Verza,2011.39,26053.92,Automatic,118467.91,Sport,236.09,45.08,100.2
 BeAT,2012.85,24372.35,Manual,111733.61,Trail,196.94,122.3,35.52
 Revo,2018.18,23289.04,Kopling,1894.79,Skuter,139.86,87.68,66.7
 PCX,2013.05,12613.99,Automatic,105570.84,Sport,289.34,43.94,94.99
 Sonic 150,2012.77,15593.0,Manual,9214.24,Bebek,263.71,29.99,95.49
 Supra GTR,2012.11,7010.82,Kopling,113525.51,Sport,193.33,103.98,118.78
 Sonic 150,2017.87,26231.79,Manual,34550.33,Skuter,111.54,35.73,43.07
 CB150R,2015.0,19519.83,Manual,46340.84,Trail,185.41,41.68,115.55
 CRF 150,2016.4,25911.78,Automatic,12173.06,Bebek,172.63,83.76,66.03
 PCX,2012.91,11565.79,Automatic,14600.9,Trail,118.27,86.54,100.53
 Verza,2017.06,13921.15,Kopling,86898.57,Sport,92.0,94.63,68.36
 Genio,2017.08,14226.18,Kopling,112500.19,Bebek,122.1,66.17,142.29
 Supra X 125,2013.5,4602.14,Automatic,73251.06,Bebek,172.17,103.07,26.9
 PCX,2014.29,14439.35,Manual,85617.2,Sport,128.44,122.51,101.25
 Revo,2012.68,28861.3,Automatic,91043.6,Sport,79.07,54.3,86.48
 BeAT ,2018.81,31793.82,Kopling,32313.46,Skuter,228.29,96.19,25.91
 Verza,2016.16,19966.89,Manual,6712.67,Sport,159.44,118.06,9.9
 Supra X 125,2018.48,18010.2,Manual,1611.35,Sport,20.3,94.57,119.87
 BeAT Street,2013.43,4760.7,Manual,42648.04,Sport,110.49,94.07,23.62
 Supra GTR,2017.26,31229.3,Automatic,29801.44,Bebek,265.47,49.71,27.98
 BeAT ,2017.13,4204.91,Automatic,8723.24,Skuter,226.57,79.91,146.77
 CB150R,2016.53,33274.26,Kopling,22514.12,Bebek,96.97,82.56,107.59
 PCX,2018.73,19062.06,Manual,16039.42,Sport,281.45,95.91,37.57
 CRF 150,2014.15,14467.01,Manual,109034.68,Skuter,22.98,124.69,88.64
 Supra X 125,2012.05,32633.69,Automatic,17894.7,Sport,288.37,31.26,80.12
 BeAT,2016.37,4559.97,Kopling,64650.18,Bebek,73.71,34.33,126.67
 Vario 125,2016.83,21938.88,Kopling,71175.25,Bebek,2.73,35.56,109.4
 BeAT,2015.6,20925.15,Manual,65337.43,Sport,130.14,100.07,124.76
 Genio,2012.65,10641.58,Automatic,13045.88,Skuter,107.69,41.23,31.73
 BeAT,2015.04,17179.86,Manual,38900.5,Bebek,161.73,88.38,96.03
 BeAT Street,2013.5,24148.98,Automatic,7423.42,Sport,239.03,59.49,6.04
 Genio,2014.42,26484.77,Kopling,47945.13,Trail,252.73,72.36,10.34
 Verza,2016.16,3821.37,Manual,23581.36,Sport,120.37,48.92,107.03
 Supra GTR,2016.96,33027.89,Manual,67472.12,Sport,128.95,112.01,3.66
 Verza,2012.86,8932.03,Manual,82906.14,Skuter,44.45,84.86,86.96
 Vario 125,2014.24,11086.48,Kopling,63999.69,Sport,14.26,119.62,126.06
 Revo,2013.15,12019.11,Manual,52482.86,Trail,192.36,83.74,56.99
 Supra GTR,2012.59,4978.95,Kopling,46964.26,Sport,19.33,40.02,6.73
 BeAT,2017.27,7638.1,Automatic,100423.61,Trail,220.15,44.57,107.08
 CRF 150,2018.27,34572.13,Kopling,27201.63,Bebek,161.73,123.94,139.45
 Sonic 150,2013.96,13633.45,Automatic,87778.4,Sport,59.57,98.38,107.58
 Revo,2017.01,7396.28,Kopling,90515.61,Skuter,161.86,32.78,86.77
 Supra GTR,2018.18,7137.02,Kopling,50713.65,Sport,54.9,96.27,34.5
 Supra GTR,2017.77,26245.43,Manual,36371.09,Trail,131.62,67.98,2.31
 Vario 125,2012.46,30460.69,Kopling,56754.44,Trail,239.87,57.8,104.2
 CB150R,2018.65,11815.65,Manual,12358.46,Skuter,138.58,42.94,34.65
 BeAT,2014.01,4451.36,Automatic,6795.08,Trail,44.61,109.47,128.72
 Vario 125,2013.71,10759.19,Automatic,14522.12,Sport,217.15,34.19,69.95
 Supra GTR,2011.5,5562.23,Manual,23410.3,Trail,56.03,56.11,79.6
 Supra X 125,2014.89,7024.82,Automatic,60711.94,Sport,221.56,57.72,113.09
 Revo,2011.87,17261.62,Kopling,101299.57,Sport,143.81,43.61,116.91
 Vario 125,2012.99,10972.22,Manual,29116.44,Trail,136.12,77.29,96.4
 CB150R,2013.54,19896.0,Manual,111421.23,Skuter,255.43,29.14,140.76
 PCX,2017.47,11707.75,Manual,113744.51,Bebek,212.58,57.19,147.34
 Verza,2018.0,33142.82,Automatic,114214.76,Skuter,9.87,118.56,142.03
 Supra GTR,2013.42,32063.55,Automatic,99937.79,Bebek,88.85,58.12,123.63
 BeAT,2017.87,21482.78,Kopling,44198.29,Skuter,261.28,62.96,105.84
 Sonic 150,2017.86,14856.67,Kopling,9942.92,Sport,5.5,73.9,99.5
 PCX,2017.12,15690.4,Manual,68317.64,Sport,163.58,82.48,15.56
 Genio,2012.17,16648.38,Kopling,67124.9,Trail,218.35,106.44,40.72
 CRF 150,2016.52,26498.75,Automatic,101398.3,Bebek,186.56,46.46,0.85
 CRF 150,2018.56,17889.69,Kopling,118578.31,Bebek,228.16,112.56,20.61
 BeAT ,2016.46,30528.12,Automatic,61180.28,Trail,217.71,101.48,65.88
 CB150R,2013.65,33253.81,Kopling,42007.36,Skuter,207.61,98.1,21.98
 Sonic 150,2015.0,14280.18,Automatic,23264.01,Trail,246.46,36.42,135.25
 BeAT ,2016.17,21292.11,Automatic,1955.74,Skuter,193.71,30.1,120.85
 CB150R,2015.08,6764.67,Kopling,61292.81,Trail,120.73,85.62,10.74
 BeAT,2011.96,10053.43,Kopling,66752.77,Bebek,141.57,111.72,37.34
 Supra X 125,2013.5,16698.72,Automatic,98452.44,Bebek,215.02,84.69,122.86
 BeAT,2017.42,10232.32,Manual,60759.02,Skuter,262.89,48.68,120.46
 Verza,2017.89,31146.81,Kopling,109221.75,Bebek,81.67,36.78,141.82
 PCX,2012.1,8737.37,Automatic,75290.67,Bebek,102.62,95.86,149.63
 Revo,2018.62,18015.16,Kopling,100264.12,Bebek,279.22,98.01,146.44
 CRF 150,2013.63,22696.21,Kopling,18840.03,Bebek,173.55,44.74,61.52
 CB150R,2016.3,25384.46,Kopling,102028.99,Sport,53.69,30.73,37.55
 BeAT,2017.01,15750.38,Kopling,80827.75,Trail,199.11,67.6,113.76
 Revo,2017.5,30914.02,Kopling,21420.45,Trail,297.23,84.52,44.89
 Verza,2018.57,21529.99,Manual,23718.39,Sport,247.04,96.48,120.96
 Supra GTR,2013.5,17511.2,Manual,110402.14,Bebek,223.72,106.56,80.09
 Genio,2017.87,5896.84,Manual,5181.43,Trail,62.41,87.22,119.09
 PCX,2012.05,18296.85,Automatic,55812.4,Trail,262.84,38.76,41.38
 Verza,2016.64,29405.14,Manual,38274.19,Trail,157.74,94.21,76.2
 Verza,2016.94,22972.07,Manual,79643.35,Skuter,266.79,123.47,84.6
 BeAT,2016.42,29761.64,Automatic,100180.95,Sport,98.95,115.84,141.47
 Supra X 125,2013.02,19211.67,Manual,43792.73,Skuter,18.62,112.55,39.99
 BeAT ,2017.98,7494.89,Kopling,51619.87,Skuter,142.79,57.31,140.5
 Genio,2012.35,4224.55,Manual,116922.46,Sport,80.95,100.83,120.73
 PCX,2011.43,13259.15,Manual,93625.83,Trail,214.57,110.56,109.63
 Supra GTR,2016.74,25575.6,Manual,106955.14,Skuter,287.13,93.8,118.03
 Supra GTR,2014.8,28454.32,Kopling,53015.32,Trail,207.29,52.3,90.81
 Vario 125,2017.79,13026.19,Kopling,28932.17,Skuter,266.08,120.52,36.61
 Verza,2014.07,19262.91,Kopling,49850.44,Trail,135.91,71.73,28.42
 CB150R,2012.35,16937.49,Kopling,85645.66,Bebek,231.49,40.59,129.95
 Supra X 125,2017.69,16606.9,Automatic,14266.47,Bebek,252.91,38.65,108.77
 Genio,2015.39,11016.85,Kopling,33214.12,Bebek,213.26,90.81,31.98
 BeAT,2012.51,8053.64,Kopling,6878.13,Sport,152.33,70.46,92.26
 Supra GTR,2016.76,9935.49,Kopling,52260.6,Bebek,187.76,37.16,67.13
 PCX,2015.09,5525.32,Kopling,98747.44,Skuter,210.15,99.82,23.8
 Vario 125,2015.83,9980.48,Automatic,4292.9,Trail,75.93,105.53,79.78
 CRF 150,2014.69,4086.06,Manual,80848.89,Trail,242.87,98.37,42.23
 PCX,2017.63,23368.83,Manual,111107.53,Trail,285.1,47.62,14.44
 Supra X 125,2017.64,13669.6,Kopling,29267.7,Trail,139.57,94.91,70.04
 CB150R,2016.68,34160.14,Kopling,83003.38,Skuter,210.32,29.04,88.52
 Vario 125,2011.84,9842.78,Kopling,116120.51,Trail,221.11,57.6,7.04
 CRF 150,2017.71,14588.51,Manual,114611.67,Skuter,198.67,66.69,60.31
 Vario 125,2016.37,14963.29,Manual,29032.53,Skuter,164.13,109.02,38.65
 BeAT ,2016.58,4062.68,Kopling,13195.85,Trail,264.49,65.87,4.6
 Genio,2013.9,29981.45,Manual,18837.78,Trail,134.68,29.09,18.85
 Vario 125,2018.03,4797.2,Automatic,83991.81,Trail,18.33,62.18,20.86
 BeAT Street,2016.8,33131.67,Kopling,86783.06,Skuter,253.37,76.4,27.43
 BeAT ,2011.9,31630.83,Kopling,80721.0,Sport,202.19,120.05,120.51
 BeAT ,2014.26,20506.75,Automatic,40933.65,Skuter,254.78,119.28,65.92
 Supra X 125,2018.09,20758.64,Automatic,21366.78,Sport,41.56,45.54,22.06
 BeAT Street,2011.38,24196.22,Manual,69722.77,Trail,9.23,45.96,15.04
 Revo,2018.69,15874.57,Automatic,58300.36,Skuter,280.31,43.85,44.69
 PCX,2016.43,23991.69,Kopling,87144.9,Trail,44.32,104.53,119.7
 CB150R,2016.05,5195.73,Manual,53320.99,Sport,242.9,28.58,54.67
 Sonic 150,2013.16,5485.23,Automatic,41235.01,Sport,246.96,40.34,23.98
 PCX,2012.99,18064.13,Manual,35921.4,Skuter,212.61,80.18,60.62
 Vario 125,2018.54,20946.67,Manual,26272.39,Skuter,39.38,52.01,83.3
 CB150R,2013.39,31498.02,Manual,32658.45,Skuter,200.22,36.96,4.44
 Supra GTR,2017.2,7064.31,Manual,12548.65,Skuter,266.73,62.91,94.15
 Revo,2014.14,29464.79,Automatic,42201.85,Bebek,127.66,54.6,59.27
 Supra GTR,2012.11,10352.27,Kopling,5693.77,Bebek,124.06,77.58,1.46
 BeAT Street,2011.09,16094.02,Kopling,23324.27,Trail,132.86,122.99,101.08
 Supra GTR,2015.35,13676.68,Automatic,89255.26,Sport,24.68,40.06,106.86
 BeAT,2018.81,16283.44,Kopling,39685.36,Sport,267.61,64.15,94.33
 Genio,2013.95,8494.31,Manual,80015.1,Trail,260.75,118.4,51.29
 PCX,2013.86,19509.88,Manual,85738.88,Trail,299.37,113.06,79.44
 Sonic 150,2013.75,28809.45,Manual,69772.69,Trail,175.55,66.24,58.07
 BeAT,2015.16,17574.42,Automatic,114190.42,Bebek,225.36,95.8,105.09
 Supra X 125,2014.53,19105.65,Manual,3913.59,Trail,60.8,36.52,87.54
 Sonic 150,2018.04,30279.7,Manual,88300.13,Sport,200.26,97.12,12.27
 Supra GTR,2015.04,25827.31,Automatic,114200.88,Trail,194.92,122.37,96.46
 Vario 125,2015.06,19100.69,Manual,102845.03,Skuter,270.36,80.14,103.09
 CRF 150,2012.11,11838.85,Manual,21145.09,Sport,249.24,76.35,55.61
 Revo,2018.86,31407.83,Kopling,39844.35,Sport,281.54,46.17,131.37
 Verza,2013.0,21801.46,Automatic,21681.51,Sport,260.65,89.48,126.45
 Sonic 150,2011.59,10698.58,Manual,72140.34,Bebek,260.61,85.27,26.27
 Supra GTR,2016.31,12195.27,Manual,85186.33,Bebek,19.12,91.24,135.64
 Revo,2015.76,28855.95,Manual,38697.58,Sport,253.79,30.53,66.13
 CB150R,2014.32,5176.3,Manual,64868.8,Skuter,182.24,81.23,108.56
 PCX,2014.38,34751.28,Kopling,82684.02,Sport,114.13,85.71,122.11
 BeAT ,2017.28,7865.84,Kopling,50965.42,Bebek,16.95,48.13,75.77
 Genio,2012.57,28635.54,Kopling,101873.61,Skuter,203.3,48.21,59.87
 Revo,2017.56,16115.6,Kopling,92170.79,Sport,98.46,54.79,137.32
 Vario 125,2016.19,19155.65,Automatic,8999.48,Bebek,140.33,97.04,34.63
 BeAT Street,2014.35,31274.42,Manual,74471.98,Skuter,204.52,86.81,38.55
 Vario 125,2014.66,16681.42,Kopling,29079.17,Trail,273.53,110.04,54.24
 Revo,2013.05,20568.27,Manual,66988.04,Trail,247.63,56.68,128.92
 Vario 125,2017.02,5337.1,Automatic,113977.54,Sport,135.18,116.47,140.82
 PCX,2015.1,3872.24,Manual,104820.56,Trail,116.33,100.14,33.01
 Vario 125,2013.57,11436.51,Manual,48986.0,Bebek,71.93,66.32,129.58
 Sonic 150,2015.77,25032.51,Kopling,35690.23,Skuter,111.73,37.24,38.73
 BeAT ,2018.97,7582.34,Kopling,28970.95,Sport,33.31,52.93,145.6
 Vario 125,2014.48,7348.26,Automatic,64046.17,Skuter,291.33,120.81,89.61
 BeAT ,2018.37,16620.56,Manual,14833.36,Skuter,172.18,58.11,1.06
 CRF 150,2013.76,24010.87,Kopling,66018.15,Skuter,38.34,60.0,5.12
 Supra GTR,2011.44,26014.93,Kopling,1547.91,Bebek,105.84,46.39,22.12
 Supra X 125,2012.63,9366.48,Kopling,39494.82,Sport,164.11,106.26,28.14
 PCX,2014.35,6282.07,Automatic,27268.25,Trail,159.87,54.74,115.14
 Supra X 125,2012.76,33138.45,Manual,115663.63,Skuter,10.65,60.04,33.41
 Supra GTR,2011.0,11931.53,Kopling,86957.6,Skuter,285.25,68.19,145.37
 CRF 150,2018.32,30422.56,Manual,42530.87,Skuter,82.61,70.07,95.42
 PCX,2017.75,30739.07,Automatic,12315.06,Bebek,4.86,67.9,103.88
 Revo,2016.94,27900.93,Manual,62197.24,Trail,22.93,76.86,32.67
 Revo,2012.34,9066.44,Kopling,26505.06,Skuter,174.06,107.01,133.91
 BeAT ,2011.96,29438.38,Manual,64506.76,Bebek,41.34,107.47,100.17
 Supra GTR,2011.54,27798.85,Manual,99678.9,Bebek,12.52,105.44,129.66
 BeAT ,2016.79,22416.16,Automatic,73844.54,Skuter,113.89,37.81,143.47
 CRF 150,2018.43,14319.37,Automatic,75961.91,Skuter,186.83,105.57,18.85
 Genio,2014.44,11989.01,Manual,65048.08,Bebek,33.55,39.66,14.49
 Vario 125,2011.95,7601.82,Manual,110492.15,Bebek,94.0,40.1,120.51
 Verza,2015.1,19702.91,Manual,111037.74,Skuter,125.33,119.94,129.92
 Genio,2013.79,22058.55,Automatic,61717.5,Bebek,47.84,107.48,87.56
 Vario 125,2014.0,15010.02,Automatic,37366.36,Bebek,151.82,81.58,54.9
