model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 Revo,2014.3496880310204,16164.598032277636,Manual,128968.75929541475,Trail,41.94480719343588,27.776507770665162,-1.2590763821254995
 Vario 125,2012.8836159151344,35463.37194218433,Automatic,50321.212534943166,Trail,217.3430248860564,109.09037006063129,98.04611673737452
 Genio,2021.163711786963,20851.537048356004,Kopling,31755.71571552821,Sport,282.74307843553765,103.43316863458743,91.2084081058248
 Genio,2015.5157950956125,16247.510374743935,Automatic,42249.53489629782,Trail,69.15527273214114,21.6363998550597,28.14464021171024
 Vario 125,2013.0024471798088,14269.571914889351,Manual,25926.25818872593,Sport,174.27290935118975,63.06091111226014,47.75781537436124
 BeAT,2016.9456827628765,10741.145694767369,Kopling,64418.15696283436,Bebek,221.26178733745235,91.5882580832809,61.14977665584478
 Sonic 150,2016.727727891727,13483.580931584656,Automatic,70510.81355092916,Trail,172.44282360820625,97.10638225000004,85.84565454693127
 Sonic 150,2014.5275188618484,15973.405799022195,Kopling,67123.07668863541,Bebek,130.7560891954137,93.59680775687431,91.65880363916094
 BeAT,2016.892068059123,14742.64719164922,Automatic,59824.338331425606,Sport,97.16444854402582,67.15979547280865,75.18374942646587
 BeAT ,2013.0615029107248,13210.227558864128,Automatic,64806.69551199144,Bebek,322.25402636845445,104.58727442704175,84.62791320835166
 Genio,2013.825762512793,37984.47609714136,Manual,119671.64503772734,Bebek,160.3268220753812,155.17818973016614,104.91197906130137
 BeAT Street,2010.3368886786648,9868.196923653652,Manual,81469.688170381,Trail,185.4194239667044,87.26346687869668,102.9231334104867
 BeAT,2011.9148867994104,20442.14291407162,Kopling,91820.61264318124,Sport,179.8801341233931,130.62799720599497,142.5838861738551
 Supra GTR,2019.1156419454264,24448.847470182,Kopling,66779.14085334819,Sport,82.44073599551089,106.09641233302646,121.43373922417874
 Genio,2018.7334768830965,24786.600010677823,Automatic,4959.797234058671,Skuter,156.43623402498224,58.54383326736887,77.28170352178677
 BeAT Street,2015.1104524543853,18597.881763144967,Manual,-1826.3718394427704,Trail,124.45781165805204,47.132958942453854,104.10380742490958
 Supra X 125,2018.7829204369864,16961.59156688935,Manual,131529.3740253756,Trail,122.92303209441768,110.7416095619147,94.765713047059
 CRF 150,2014.5911030678185,23182.074863098765,Automatic,42049.32410137775,Sport,179.24916618793816,98.04217288588454,83.5950573189503
 BeAT Street,2014.3994808057416,21519.45290565056,Manual,39142.81314476116,Trail,73.59249190567381,53.63767542012282,39.11315089422256
 CRF 150,2015.08911863336,16797.542786539736,Manual,68657.05925437863,Bebek,48.807408365214485,77.68390013913925,83.50244644843484
 PCX,2014.6719335783127,5089.648642186823,Automatic,79086.10781955635,Skuter,195.17272254923697,33.83758766071389,-12.41543227180368
 Verza,2014.464355990768,14919.80717926409,Kopling,83413.89494688495,Sport,106.51113100451668,114.77144553682099,122.6906569550722
 PCX,2017.5883061802435,8821.744256581622,Kopling,120975.35334620044,Trail,122.50574388310908,91.58859138652954,91.60181055733337
 Genio,2015.304399843875,13129.495838743998,Kopling,111609.18251259046,Trail,-13.253406298646468,65.47113193605074,69.66097982807536
 CRF 150,2016.597457726837,19423.058916091843,Automatic,32497.36453236121,Bebek,234.633847351818,83.1845836219157,58.39917846009882
 Genio,2017.3307331045671,22348.082255501577,Kopling,93402.58838486826,Trail,196.9977658736001,121.0974926750563,104.69892692790891
 BeAT,2015.8517720165075,35123.47207372955,Automatic,47105.10551135135,Trail,212.77445696738087,154.44111506661915,155.64021717812955
 Vario 125,2012.7281375554967,14295.443632591132,Automatic,55543.8391381979,Bebek,185.28086782641344,77.90555546976518,92.66679523812434
 Supra GTR,2011.8484001366369,26085.219702671027,Manual,22810.39490610952,Trail,22.134541309509387,68.95156995745243,158.42769808169214
 CB150R,2015.301284114684,21873.84182179148,Manual,2308.0721016666,Skuter,171.70936109280507,84.25249958333424,110.29042894645352
 Genio,2014.565391610192,30770.21174533656,Kopling,59169.64373792569,Bebek,99.86599164722873,63.45688118142961,41.834411383458026
 Supra GTR,2015.160125858012,24302.446734040503,Automatic,27533.391462067804,Sport,69.54537231341814,105.29991451808975,97.51755402230984
 BeAT,2014.922263488948,10062.414809657095,Kopling,92002.16058380052,Skuter,194.9432699256637,107.45128283372172,93.31219713331848
 BeAT Street,2020.8998438915933,3641.4155091822654,Kopling,50630.48818025072,Trail,294.2446590959945,83.0595376615101,41.80902180530084
 BeAT,2011.9004576787625,21921.4820951069,Manual,70810.59693124109,Bebek,280.0865949257141,87.0738383394397,58.95861951825947
 Supra X 125,2010.383498373828,14375.915706070738,Kopling,107050.34115358112,Bebek,205.40920962840903,67.585387763296,58.1049871781523
 PCX,2015.723444964743,10315.526511027669,Kopling,9418.806836264812,Trail,149.48882820268602,49.18587384755257,80.83137495185092
 BeAT ,2014.0936326140309,7734.204021872167,Manual,35451.33455123435,Sport,133.60399580558388,54.08491877939301,64.45693458083949
 BeAT Street,2015.685944155547,20571.02673288857,Kopling,66440.11906628431,Skuter,74.54734225712781,93.50739608970203,88.08457606091527
 CB150R,2016.3017579537304,32672.61489013602,Kopling,70945.24987242717,Trail,128.9588420512384,117.33727348268643,95.06124318247134
 CRF 150,2017.911846717728,15452.233564237526,Automatic,98014.55377340908,Sport,229.9571526741164,139.27742804701865,131.10227164855985
 Vario 125,2011.493465119897,24428.622938145367,Kopling,89926.18643162758,Bebek,308.35649683413266,126.15888759277821,100.1619340737188
 Supra GTR,2013.6790617464965,18205.564301825747,Manual,63567.114634197605,Bebek,82.09247073367833,57.12309402555496,46.2895423673437
 Vario 125,2015.945071181562,7538.272208736655,Manual,70633.13292163302,Bebek,-18.92941539749848,82.178007963913,167.42114057829855
 Verza,2016.730781070902,25727.452834772783,Automatic,71580.11969869254,Trail,106.57427087528846,92.49137281106975,46.56829937034841
 BeAT,2020.0027930429928,9287.735643862075,Manual,9952.094546067245,Sport,229.56543275045624,70.76191905375558,59.8256024429248
 Genio,2017.156722538666,19318.85306660661,Manual,54898.16661809884,Trail,329.7122197991373,127.91110532407403,102.24417791105256
 CRF 150,2014.8285985047185,16055.653463355336,Manual,68753.22453603309,Trail,264.3745664540015,135.6109224811044,201.18919308641247
 Verza,2012.9117113635853,27149.61460587576,Kopling,75942.67065206873,Skuter,262.2525223703825,116.89200360549138,93.8081426633008
 BeAT,2013.661650803767,9616.089533525466,Automatic,28615.4643992876,Skuter,79.25698795828542,43.20868133833683,48.888640125366514
 Revo,2013.5963180585768,22636.83273983401,Automatic,16827.950644841272,Skuter,81.6717591459511,12.936253735002197,5.925073592337185
 Genio,2016.4658214408253,11578.190949395486,Automatic,52223.41091376833,Sport,38.60510077947512,15.327832212758615,3.061629810883403
 BeAT Street,2015.550117702467,14531.78303662275,Automatic,127578.56067263296,Bebek,95.03608295185116,101.47289085350259,76.98746397217667
 PCX,2011.9155800988608,-13540.99282017905,Manual,32212.8262731208,Skuter,230.43493190341133,45.65302175904881,99.97272444051951
 Supra GTR,2013.956866878776,37923.88730377503,Kopling,100424.89145605262,Bebek,291.3283710381496,120.75528299609515,15.37745791968262
 BeAT ,2016.9770097780024,24071.76286805313,Manual,114484.00970438262,Sport,181.69712326389228,114.73311002830944,86.07387255902614
 Supra X 125,2015.7677900665924,12229.218013136478,Manual,61805.76612895792,Skuter,130.2113784064938,45.4810031070039,19.952281600619703
 CB150R,2016.2667187830384,9018.485615822265,Manual,36983.47083772342,Skuter,60.64199876343396,22.283455767790535,36.710088737420286
 CB150R,2015.8396677852315,14670.673089438462,Manual,77799.8979515034,Bebek,142.43531897043624,100.79666535568062,103.71911413478344
 BeAT ,2018.698990748033,25566.31956461375,Automatic,66922.88879717785,Trail,169.49160018541932,112.57876369766946,44.32228852356964
 BeAT Street,2015.5019352254933,2122.4504893513767,Automatic,30848.82616289424,Sport,26.66774839466221,68.25182715756479,132.9286175090976
 Sonic 150,2014.0715578276609,17852.256436687378,Kopling,37703.693472696345,Sport,231.06711750015944,65.88511682620364,51.35187551035452
 CB150R,2012.853492226694,35035.3125904218,Manual,75772.54886164372,Skuter,115.74271033340472,124.89116724034575,124.28892632718572
 Supra GTR,2015.5331297743248,8935.000873089844,Automatic,92194.723053047,Sport,225.91912038984003,139.0981968328769,174.0573209098746
 BeAT Street,2009.3470266270524,19846.849690982595,Kopling,49202.98798632943,Bebek,151.1438958850676,67.41592442179494,44.40604379199497
 CRF 150,2014.535424244386,38923.21936642246,Manual,57883.82956817764,Trail,177.55687523075272,159.3718562052179,182.70448791862137
 CB150R,2014.485870230556,24804.963883076365,Manual,83132.4614238494,Trail,91.90997819635726,54.59419948530038,77.09631807130874
 Vario 125,2011.821715696669,20256.05619905721,Automatic,54346.7890857539,Sport,122.5400684822302,47.55789438333511,49.27681374563576
 BeAT Street,2012.824724915856,23677.098260833885,Manual,50005.96546133209,Trail,207.1147575113204,92.69604096165709,63.76786312796308
 Supra GTR,2016.82090355059,15522.38650783331,Manual,34399.89255996821,Bebek,140.80811993959227,65.87103592092784,59.142961921592
 BeAT ,2015.4896764075968,30802.863008984416,Automatic,33806.33895141624,Skuter,57.36333891820205,84.76604484867778,136.87765146716785
 Vario 125,2015.1932300813337,15536.182654400587,Kopling,151586.4280265182,Skuter,161.64388636613015,132.59241992240402,133.26258152341975
 Genio,2015.66359322861,1519.5270386678783,Kopling,53535.20293653607,Sport,185.1393807393625,76.98745228637793,132.75148384792965
 Genio,2015.1721658749736,15608.311669581191,Automatic,106965.89869582464,Sport,269.7617377381622,91.64595341691202,20.561983194536342
 CB150R,2017.817014614662,10437.547860345596,Automatic,117880.74952667528,Sport,250.87495325689224,144.6932317195815,84.66710096074658
 Vario 125,2015.242991017836,16597.73991592057,Kopling,53967.07319414872,Skuter,146.53948223938295,56.2317902155977,9.784693858774205
 PCX,2011.606164870831,16796.417534568573,Kopling,72858.47552790465,Sport,105.16324593554113,111.31931002801379,120.05419523901924
 BeAT,2018.707496753084,29884.43233994823,Automatic,63756.87516966897,Trail,132.51030808626157,97.86531228812687,55.68915276397786
 Genio,2015.810738032903,25372.3428693307,Automatic,5076.372010585576,Skuter,107.1863421054934,82.8339117783665,98.17848810166517
 PCX,2013.6042488964115,21490.19338670437,Automatic,7136.904452595205,Bebek,195.46726512183847,81.59797891424776,54.905224357361405
 CRF 150,2012.077107915636,19098.05138740725,Manual,61921.505624751706,Sport,241.36979940973524,63.507285688010526,0.9073610951200806
 BeAT Street,2015.8695427471573,9609.736361656063,Automatic,45708.04093768023,Skuter,258.35654821567016,104.7041484592727,114.63090449895148
 BeAT,2014.6897529758407,-475.2834124348629,Manual,124984.95895885747,Sport,116.746262192337,109.41406175019155,117.95682166974692
 Verza,2018.57876910766,20141.362007621625,Kopling,52153.584544625686,Skuter,108.18985660430435,97.85883128884912,82.5169271552869
 Supra GTR,2014.1637993934564,26265.077408584148,Kopling,127016.0365261752,Skuter,116.0444023731193,59.45258493693646,-14.402758720395283
 Supra X 125,2013.033705874076,18151.042114171,Automatic,43946.32426249911,Skuter,-13.531167962107162,49.430943279002136,108.82636967909625
 BeAT Street,2017.0189707330328,14318.376129522523,Automatic,125690.63600968193,Bebek,48.97679324928767,74.3969500959049,44.75454559551581
 BeAT ,2017.0867700529027,23298.48414547306,Kopling,77581.04083108898,Skuter,149.11810930603664,114.9049741592652,98.75972828826896
 BeAT,2015.3469748507127,18375.704497620776,Kopling,79527.20272661286,Trail,184.59050216733831,94.15134698618617,55.38990286211147
 Supra GTR,2016.5143926021665,34272.431326082035,Kopling,42735.776022084974,Sport,194.1825034397997,79.39840742634603,59.80972223608016
 BeAT,2014.872520410732,30201.68048397923,Kopling,79993.49818439456,Sport,85.17720874668956,116.76513229191964,97.9433489323941
 Vario 125,2015.4969272207527,27746.55290807236,Automatic,118179.17565587116,Sport,109.98276410981455,82.45719973880273,41.16686615740932
 CRF 150,2017.637956578716,25933.43434325133,Manual,55293.37099746825,Skuter,128.97850388517358,82.76693683578199,69.33806375346961
 Revo,2016.3970342532848,7531.215361117256,Kopling,48634.66307348638,Sport,119.4104373521993,65.53359704276116,98.45927426262384
 Supra X 125,2014.5699487113136,25082.1073694803,Kopling,51804.86784608129,Trail,211.0557118979549,163.96693136282835,169.80438662142762
 CB150R,2018.068798727065,22506.142395655417,Manual,115694.53745776675,Trail,39.94535307704592,92.77027723719726,73.30889681539435
 BeAT,2009.5214328914533,24573.78476395308,Automatic,89522.29155614036,Trail,53.56416343811424,76.63102705047397,112.66458424763258
 Supra GTR,2019.6777127112828,23551.05346085476,Manual,109793.44395370533,Bebek,126.49854309712366,95.78941349805866,26.056731958400043
 Supra GTR,2011.0364980983068,23192.99358822407,Automatic,70982.82290721945,Trail,35.022580536503966,101.48349406561765,149.48765287514428
 Vario 125,2013.5172417350925,43394.20900149608,Automatic,61595.39274795608,Trail,-10.825323593405102,56.14273600000111,41.72092078500649
 PCX,2014.865092400124,18439.92244001497,Automatic,74758.3282125245,Sport,24.06147316576173,70.07727251117834,70.82333801465491
 BeAT Street,2014.6223606695976,27538.34374795477,Automatic,96873.60081476178,Skuter,131.27483265819657,100.39980453875684,98.5288825447622
 BeAT ,2017.2733183040807,14892.255648719,Automatic,51792.69466680086,Sport,206.12802675363983,70.28684770642093,42.93195455506046
 Revo,2012.5267900403408,26229.13726386689,Kopling,107089.739796384,Bebek,207.91403105447728,111.04687939598865,123.06025608960309
 Sonic 150,2015.55878499109,27565.14425099872,Automatic,72769.52185540249,Bebek,288.19349896755455,94.41374483476451,48.01771725068521
 CB150R,2013.629638011364,22399.211371890822,Kopling,-22099.81319819291,Bebek,160.79450815409356,89.79869395681783,112.28283438514524
 Verza,2015.6378248921897,34124.188846916615,Automatic,90485.39726441642,Trail,172.32666619519853,149.46954139768155,122.49157832534236
 Sonic 150,2014.810240878759,11178.510857533973,Kopling,16707.927820663077,Trail,130.61544831623695,67.55636433048561,101.42314274598203
 BeAT Street,2015.172874238605,14746.404478509918,Manual,89653.07584193014,Trail,134.77969689095784,116.84637643214135,107.02112167374946
 CB150R,2013.694681711838,21032.94273805423,Manual,91102.24864583457,Skuter,330.420942993784,171.5441871546255,185.49679592791728
 Supra GTR,2013.7863377706385,27039.352507362244,Kopling,71539.62407235424,Sport,174.48256309988108,101.11828073286888,94.45227974984424
 Verza,2015.6197321537388,20736.85257002929,Automatic,78856.05940585819,Trail,181.9334486898935,100.14862839426,81.24535285176776
 BeAT,2017.1291562776985,30678.20849972782,Kopling,97856.21466238987,Bebek,53.92257794324209,98.75495458027076,90.99401829287127
 PCX,2013.5834954362008,13178.64577644932,Kopling,43288.00488448218,Skuter,187.26067596893563,96.82019544735599,131.25979990379471
 Revo,2012.961535212493,8875.405067479134,Automatic,87403.16252339329,Skuter,208.51109781085947,145.0101711147733,176.81579296042932
 BeAT,2016.369767597081,21893.32603697607,Manual,100051.69367140468,Bebek,247.2539390559037,117.60985493808563,69.3474673745244
 BeAT ,2014.884438717432,18430.98501791052,Kopling,120484.73742784635,Trail,206.0897713693009,102.6006899189225,37.22791550819255
 PCX,2016.86882440676,24002.632502881243,Manual,22406.87107191758,Skuter,141.21614006778157,108.63202654142283,126.5757753211672
 CRF 150,2012.876389242332,18878.284544859474,Manual,74230.33966537459,Bebek,137.55724313171828,58.33716469534228,17.820084092288553
 Vario 125,2010.86753867574,16069.137909798788,Manual,27344.916792094176,Trail,145.90129744198003,53.75920675191412,87.6148671915974
 CB150R,2013.7335892628823,18451.13771408212,Kopling,25892.746718117232,Skuter,161.26783878446798,61.1311144885331,89.63296319260682
 BeAT,2013.197027975696,19383.75154218669,Kopling,72536.71148316172,Skuter,260.7408980639667,102.5560559858716,71.89358573878052
 PCX,2014.7780121848227,16383.989952742882,Automatic,62900.529310565056,Sport,244.02487752698363,94.51160974169373,74.42542346415568
 Sonic 150,2013.4948171039207,17299.19619694022,Automatic,99434.93628969358,Sport,216.61825564939943,72.59960435351381,5.35808546731657
 Vario 125,2016.66307149686,15497.87298066138,Kopling,48402.644973973904,Skuter,326.0205591146334,93.02822398803583,39.126803630467
 PCX,2014.2966058027928,26822.417531548937,Automatic,55662.15792338584,Skuter,-75.60855141883209,90.31109417684762,116.86737254976433
 Genio,2015.3051789831889,20867.97004104168,Manual,67488.04317889843,Skuter,112.64445513613671,27.876698385663964,-11.382841562414484
 CRF 150,2015.3216428146663,39403.44923182341,Manual,30755.57342584032,Sport,151.11366668778652,69.78167288339961,72.81262693425988
 BeAT Street,2015.407457599812,20568.59203901526,Kopling,35504.295831675365,Trail,94.45750626134134,63.30233255394785,63.05629489615861
 BeAT,2014.9036956811788,14174.57359734556,Manual,98445.80096770285,Sport,72.38319810430102,35.1916513671285,-9.280182172644288
 BeAT ,2016.133252659312,43122.915129229164,Kopling,41462.99279133318,Bebek,4.8877700402714765,110.02996856610066,149.3904909369652
 Revo,2013.129649790504,22841.31988764215,Kopling,100717.43891272036,Skuter,125.39334871247245,78.07261992653933,32.15154411258955
 CRF 150,2018.176997805626,28021.67149150513,Kopling,81033.7140377239,Bebek,228.71450118842927,142.24013554513914,100.1527587494991
 Vario 125,2014.4152843868176,24445.09112928377,Manual,7288.921698856226,Bebek,218.4205182019346,55.38333708202539,56.324543313982
 Genio,2011.943403817943,24722.82744843512,Kopling,78400.82056953164,Bebek,87.608571201412,54.67053883594838,40.13535362123937
 CB150R,2015.3916337467288,23937.8472063347,Kopling,78130.49912553042,Sport,170.95899202667175,97.58926043452239,66.35411139911783
 Sonic 150,2013.001974879267,9221.30726156756,Automatic,74723.57733059526,Sport,268.4512140240141,96.43279168931932,61.17074509118772
 Revo,2016.4890474503568,22427.094324501755,Manual,55394.35454400879,Trail,21.78223085162733,82.61054552009503,68.47472336796037
 BeAT,2020.039942186677,7219.459868422422,Kopling,28078.0289464696,Bebek,138.46477227478053,62.99788300415848,42.62891171061983
 Revo,2013.150535325563,17557.713168246602,Automatic,106320.95093001776,Bebek,176.63793957627803,78.16192921704634,32.852723493021784
 CRF 150,2015.7234346167693,12604.199489511147,Kopling,56773.435624468206,Sport,152.9384363682529,87.33209140593571,119.76818144821912
 Vario 125,2010.9225709576976,22336.706494150905,Manual,30017.13739297225,Bebek,224.99486633711285,74.12533702239273,76.81424953756775
 CB150R,2016.0028871933323,22126.940417821883,Automatic,75905.63566698013,Sport,23.68869500789424,62.976471935230464,73.91845749925629
 Supra GTR,2012.922569016232,23448.04284152412,Automatic,34829.760044556555,Skuter,65.86277674557066,47.67896121661056,38.12793834499377
 BeAT ,2013.52243425168,21706.134087736824,Kopling,27769.388085802628,Skuter,210.54342637359863,113.91210172306258,144.31029467796034
 Genio,2012.426881465426,13671.65243042674,Kopling,47400.04811650529,Bebek,6.168023915960532,26.59254894978634,72.7508622482903
 BeAT,2016.642685660184,16779.16974424544,Manual,37477.996197985616,Trail,221.66337353424032,47.671789677403794,-5.114944911379268
 Supra GTR,2017.2753723970056,27395.09769371195,Manual,29030.28545417771,Sport,190.6376276659008,105.2564423902685,88.39275287040496
 Sonic 150,2015.0129500558369,28720.161750458265,Kopling,87847.44648656373,Skuter,215.67610643004247,101.78003069054283,43.60888462758369
 CB150R,2012.9715165323416,8819.651128894711,Automatic,56354.26698452479,Skuter,111.85318191336536,83.6863488408224,115.73673386151694
 Supra X 125,2018.6141252361983,5367.7703941883865,Manual,103106.30633636068,Bebek,195.7824697457844,124.2194054046475,121.2311769507264
 Supra X 125,2013.2336860960368,12592.770095930877,Manual,31006.062924240847,Sport,51.5933291028358,78.98598972040963,116.25775998232682
 CB150R,2009.987803989834,28516.639459504306,Automatic,1127.789715709805,Bebek,116.54923932246618,47.48224551571445,56.64709812542564
 Genio,2016.0131971921628,30041.333450539336,Kopling,65341.11271020146,Sport,155.19485311815907,91.26517757478179,71.65411625021156
 Verza,2012.418860740328,10815.15878891582,Manual,123766.5786245776,Trail,75.04057977567446,73.79910003119969,87.22072597394329
 Supra GTR,2017.2323838425857,21885.96674717608,Automatic,78421.63274137951,Sport,170.77570805574487,119.35413817647832,114.95420725333928
 PCX,2014.0827906227216,35608.51770195142,Manual,170288.8978922454,Skuter,54.00033088081166,72.72605639005661,31.82923073711389
 Revo,2016.347355530675,22856.46200753909,Automatic,71613.76858574449,Bebek,175.1082535982415,97.07445022726438,80.53858294245775
 BeAT,2018.1817861191128,31897.99146077189,Manual,68311.03144422737,Sport,301.3885490388325,164.4806654508555,156.94964355601587
 Verza,2012.1795296929008,28098.96617373914,Kopling,-13512.782123823032,Skuter,44.36057654347968,15.817596257740917,53.46118003100885
 PCX,2013.657863054572,10945.57258348766,Automatic,74895.33584163632,Bebek,150.1461205532573,67.29628029550778,75.39297160313805
 BeAT ,2014.785180163268,17417.366254247674,Manual,66022.05791713567,Bebek,13.390913252535086,116.25368330766166,189.054168785368
 Vario 125,2018.4946215405284,19436.818469106125,Manual,46306.677890697225,Trail,80.68045638298187,70.30201215974145,66.12778237593659
 BeAT,2013.4452937972223,20060.24975802087,Automatic,55568.81758909593,Skuter,212.24989351704,61.12187100252122,10.254066278647642
 BeAT,2013.592177133664,27358.55020945707,Automatic,57919.18140209998,Sport,115.16714513188028,82.09787385569653,74.04474753614899
 Supra X 125,2016.0586139152847,22796.91507219574,Kopling,54092.09377397814,Skuter,215.7181426503925,130.591030085775,148.5530943264135
 Genio,2013.6318991767769,-7259.861765722966,Automatic,131765.6815664183,Bebek,182.5856876324688,119.0671557879604,122.0184544358487
 Vario 125,2015.3098959330573,7327.479535039558,Manual,47557.83524684633,Trail,146.54953486528652,49.492703588016354,34.329427667451895
 Revo,2011.3915750856736,-531.0469494992903,Kopling,66044.16461142307,Sport,63.840342609660695,36.449727841976596,94.4027789938359
 BeAT Street,2020.0508053886256,20700.33138906038,Automatic,46427.1460933756,Trail,210.8388870333229,113.53828668610318,68.94359663681897
 PCX,2011.8602573505464,21285.5142266325,Manual,87060.98673053981,Trail,178.14979241396435,111.75922714522865,111.48232780100813
 Supra X 125,2014.219340394273,21669.547008750666,Automatic,66299.12369068403,Skuter,21.098767005350112,44.41712242877729,50.01616005256564
 BeAT,2014.8844912752827,10507.69407769452,Manual,50670.44913482228,Bebek,69.40235219656064,53.07500529039504,97.8098693462626
 Verza,2019.357210624376,25182.302772380062,Manual,-5662.251198267673,Bebek,-85.27677253071315,72.24564111316391,158.77239749639017
 Supra X 125,2011.9128295350024,25560.774925530703,Kopling,68576.46399822882,Sport,35.02060018905752,13.110919876490883,-35.9746963213442
 PCX,2019.5205047209408,7845.886396516133,Kopling,49655.20565728287,Trail,125.21782753318416,100.47551091710359,102.04595982846882
 PCX,2016.70022947946,5950.859719211847,Automatic,58171.0584212976,Trail,61.573687193252766,78.87128160030377,133.315532459433
 Genio,2015.9182465477088,19123.33521322854,Kopling,19782.74643242773,Trail,80.79081213300502,19.288856303261603,9.498655823340895
 BeAT,2012.6951127618609,35225.277921225264,Automatic,109300.71024572726,Skuter,271.2773788369636,126.93313441413285,45.48620053017324
 Vario 125,2016.272459521532,34398.22076618044,Kopling,89569.9286342838,Bebek,240.26816386932023,127.5967964547204,59.56244734659688
 Supra GTR,2013.2955939676508,24187.208446439123,Kopling,109212.54630857275,Trail,92.5340957399542,78.28516131582717,45.04210315561488
 BeAT ,2017.87173729092,12564.848342700156,Automatic,99502.62291500324,Trail,220.1007094905799,100.10461748908888,41.81670621595401
 BeAT Street,2012.726319413634,27093.58959946431,Kopling,80520.53354569309,Bebek,256.2168879638055,103.72465138783399,60.37890900471871
 Genio,2014.6989816364776,15059.083608073226,Kopling,21157.662626917605,Sport,205.10092111466,92.78518348850936,113.19016268770665
 Sonic 150,2013.68238394029,12227.784307689695,Kopling,123335.6533561902,Skuter,177.7035214161181,140.86721585197574,140.57492926862642
 BeAT ,2012.688469165908,-140.93274839702644,Kopling,28503.49727806755,Skuter,246.22642835638723,97.11208755313287,132.60877795061072
 BeAT,2016.663767905544,20044.51375929074,Automatic,51064.11231757475,Skuter,218.0417832752744,112.95884022965139,119.30934467736122
 Genio,2016.190411241828,13464.599474449027,Manual,84441.9529101663,Bebek,48.09544485946101,118.75772514141617,155.40773308047036
 Revo,2017.7391745349385,19991.03136684214,Automatic,86140.72183606641,Skuter,135.88496802445013,110.32387049381079,163.98596258707968
 BeAT Street,2010.866535717637,-1537.258049418113,Automatic,79833.31993878589,Trail,104.7574622224729,77.57314082813916,83.66621668507304
 Supra X 125,2017.40613079319,20650.56242259619,Automatic,46550.77946878336,Skuter,250.8681142377265,112.07796520231976,138.13394513272243
 CB150R,2020.7202039364504,-2721.270148223379,Kopling,39478.87139692946,Bebek,102.32709117846824,59.81814713389096,94.76984917360352
 Sonic 150,2013.9206752177176,28900.6305659009,Kopling,146988.58769801733,Skuter,87.60384939772463,104.12350166690662,67.20419491733078
 CRF 150,2019.316880270732,23814.176037237503,Manual,58904.3408244648,Sport,240.08547657822268,108.88964062269862,74.37252188488819
 Genio,2014.3540654533072,16620.4673966656,Kopling,54713.50353582591,Sport,174.33852008197965,110.79550594182955,120.11529545552884
 PCX,2011.8034610377065,24181.057601072927,Manual,35829.86949227094,Bebek,333.098530114327,121.99171253448061,139.62496061138629
 Supra GTR,2014.2564073018723,10335.650262720928,Manual,68623.07969468665,Bebek,78.16997850002346,76.5795114736587,101.51036112784034
 CB150R,2017.3694169051769,19774.87699265547,Kopling,67026.66974321929,Sport,107.60615462100682,69.22980087918364,59.4619331183962
 Genio,2013.0318762594788,26266.271048336297,Manual,59694.46769700574,Skuter,248.25321062500683,96.00122196626346,55.43829758150254
 Genio,2013.578760227532,-8680.425973607984,Automatic,73313.53063274485,Trail,42.43750728039018,2.8541771181100515,-3.288107768644636
 Verza,2016.323961889795,15105.809386425986,Automatic,120602.9739643443,Bebek,265.2018476457944,131.20580778175076,92.05766457382136
 BeAT ,2014.9662145532743,18921.040856372787,Automatic,39885.40139502951,Sport,48.578800717476014,56.81075216155061,89.12775344185285
 Verza,2016.3034593482337,17360.645567634358,Manual,61724.22057592669,Skuter,204.38732162011144,68.52185547843585,31.53279396536312
 CB150R,2015.50604304813,32217.876053684915,Manual,38078.5828708596,Bebek,-5.903437456868346,71.83844977811171,96.88782019854202
 Vario 125,2016.0620279336129,9025.26604003427,Automatic,70335.17858085768,Skuter,155.94839492751407,98.1999602775169,96.1656253704696
 Supra X 125,2013.965145365264,13542.849559047185,Kopling,40795.1532306921,Trail,34.68598274102523,13.059369767181927,12.625919474421558
 Verza,2015.4920199384949,1908.7291635542824,Automatic,42267.6410862107,Bebek,317.1971581678182,76.04849540003646,62.66107986830614
 PCX,2012.8267778947525,32695.78907016572,Kopling,10300.790384191949,Trail,60.22149045369712,90.04197100413757,137.1900747898466
 Sonic 150,2017.92180064734,16911.382267617853,Kopling,63596.58584524663,Trail,81.03164542607695,62.75314612231148,49.25040795005302
 CRF 150,2013.5007277022744,15185.024249687083,Manual,74957.69599733454,Trail,197.97579084404205,98.23046252272498,77.27525985959466
 BeAT ,2017.554848505289,18652.914892532644,Manual,123920.49334147973,Sport,100.56681439278546,94.71470594013508,83.4249772477215
 BeAT Street,2014.422022596073,24841.664045911297,Kopling,76317.46588904252,Trail,212.07881548351548,84.69626862892966,75.38154218670702
 CRF 150,2015.4236543760912,22245.88805435472,Kopling,44860.322050442825,Trail,91.14357272408527,77.97500222768237,106.17166699256916
 CRF 150,2013.821057308672,42918.11624835529,Kopling,13717.741917706917,Skuter,84.53804656098113,84.02250645692557,116.78688675949492
 BeAT Street,2012.6229996099405,23203.536738593284,Manual,18453.90714138806,Sport,149.71764946047713,89.90953724267048,130.96939743119668
 Verza,2010.9472784585173,14943.874028482938,Automatic,15909.73817799354,Sport,47.76660823409536,23.71557395933965,63.01616043404902
 CB150R,2012.5325671874955,14080.228331532966,Kopling,124521.64025842438,Sport,186.0558259102353,119.34878865094448,99.07365327512323
